GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,UnwrappedPropertyHandler,95,0,8,0,25,0,8,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,PropertyValueBuffer,191,0,26,0,41,0,24,0,11,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,ManagedReferenceProperty,221,0,22,0,47,0,22,0,11,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,PropertyValue.Any,20,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,PropertyValue.Regular,15,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,BeanAsArrayDeserializer,533,0,70,0,133,0,46,0,11,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,PropertyValue.Map,17,0,0,0,5,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,ExternalTypeHandler.Builder,58,0,0,0,9,0,3,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,NullProvider,39,0,4,0,8,0,4,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,CreatorCollector,300,0,30,0,63,0,29,0,14,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,TypeWrappedDeserializer,22,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,BeanPropertyMap.Bucket,15,0,0,0,6,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.impl,MethodProperty,137,0,2,0,34,0,14,0,13,0
JaCoCo Ant Example,org.apache.taglibs.standard.lang.jstl.parser,ParseException,377,0,34,0,67,0,26,0,5,0
JaCoCo Ant Example,org.apache.taglibs.standard.lang.jstl.parser,TokenMgrError,173,0,18,0,35,0,19,0,6,0
JaCoCo Ant Example,com.github.fge.jsonschema.ref,EmptyJsonRef,15,0,0,0,6,0,5,0,5,0
JaCoCo Ant Example,com.github.fge.jsonschema.ref,HierarchicalJsonRef,28,0,6,0,6,0,6,0,3,0
JaCoCo Ant Example,com.github.fge.jsonschema.ref,JsonRef,204,0,20,0,51,0,23,0,13,0
JaCoCo Ant Example,com.github.fge.jsonschema.ref,JarJsonRef,82,0,6,0,17,0,7,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.processors.ref,RefResolver,111,0,10,0,30,0,10,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,ObjectIdGenerators.UUIDGenerator,31,0,2,0,8,0,8,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,JsonAutoDetect.Visibility,93,0,10,0,15,0,9,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,ObjectIdGenerator.IdKey,72,0,14,0,15,0,10,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,JsonFormat.Value,122,0,12,0,20,0,18,0,12,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,JsonFormat.Shape,117,0,10,0,12,0,8,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,ObjectIdGenerators.IntSequenceGenerator,56,0,2,0,11,0,8,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,PropertyAccessor,124,0,20,0,13,0,16,0,6,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,ObjectIdGenerators.Base,23,0,4,0,5,0,5,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,ObjectIdGenerators.PropertyGenerator,4,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,JsonInclude.Include,44,0,0,0,5,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,ObjectIdGenerators,3,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,ObjectIdGenerators.None,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,JsonTypeInfo.As,44,0,0,0,5,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,JsonTypeInfo.Id,70,0,0,0,10,0,3,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,ObjectIdGenerator,3,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,JsonTypeInfo.None,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.annotation,JsonAutoDetect.new Object() {...},40,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.sun.org.apache.commons.logging,LogConfigurationException,16,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,com.sun.org.apache.commons.logging,LogFactory,103,54,7,1,28,15,9,3,5,3
JaCoCo Ant Example,org.eclipse.jetty.util,TypeUtil,874,479,140,6,187,89,94,3,22,2
JaCoCo Ant Example,org.eclipse.jetty.util,Loader,133,91,52,24,25,25,33,10,2,3
JaCoCo Ant Example,org.eclipse.jetty.util,SingletonList,28,18,1,1,4,7,4,4,3,4
JaCoCo Ant Example,org.eclipse.jetty.util,IO,396,36,62,0,127,7,53,2,22,2
JaCoCo Ant Example,org.eclipse.jetty.util,AttributesMap,52,43,4,2,15,13,7,7,5,6
JaCoCo Ant Example,org.eclipse.jetty.util,QuotedStringTokenizer,1110,81,180,16,319,20,136,5,18,3
JaCoCo Ant Example,org.eclipse.jetty.util,StringMap.Node,119,197,14,14,26,42,12,10,4,4
JaCoCo Ant Example,org.eclipse.jetty.util,BlockingArrayQueue,927,174,78,14,192,44,63,10,22,5
JaCoCo Ant Example,org.eclipse.jetty.util,IO.NullOS,5,0,0,0,5,0,5,0,5,0
JaCoCo Ant Example,org.eclipse.jetty.util,StringMap,357,475,88,84,94,120,66,43,14,9
JaCoCo Ant Example,org.eclipse.jetty.util,ByteArrayISO8859Writer,434,0,36,0,90,0,40,0,22,0
JaCoCo Ant Example,org.eclipse.jetty.util,URIUtil,834,192,227,35,201,54,138,11,7,5
JaCoCo Ant Example,org.eclipse.jetty.util,IO.Job,67,0,6,0,26,0,6,0,3,0
JaCoCo Ant Example,org.eclipse.jetty.util,DateCache,369,131,23,3,78,36,25,5,12,5
JaCoCo Ant Example,org.eclipse.jetty.util,MultiMap,382,79,45,5,89,23,49,9,24,8
JaCoCo Ant Example,org.eclipse.jetty.util,IO.ClosedIS,2,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,org.eclipse.jetty.util,StringMap.NullEntry,29,6,0,0,4,1,4,1,4,1
JaCoCo Ant Example,org.eclipse.jetty.util,Utf8StringBuilder,185,63,25,5,41,18,16,7,2,6
JaCoCo Ant Example,org.eclipse.jetty.util,MultiPartOutputStream,198,0,10,0,46,0,12,0,7,0
JaCoCo Ant Example,org.eclipse.jetty.util,LazyList,420,176,89,33,117,51,64,19,12,10
JaCoCo Ant Example,org.eclipse.jetty.util,UrlEncoded,1480,100,283,12,372,27,171,5,20,1
JaCoCo Ant Example,org.eclipse.jetty.util,MultiException,185,16,26,2,41,8,24,3,9,3
JaCoCo Ant Example,org.eclipse.jetty.util,ByteArrayOutputStream2,28,14,2,0,7,4,4,4,3,4
JaCoCo Ant Example,org.eclipse.jetty.util,StringUtil,398,626,69,17,98,30,55,8,15,5
JaCoCo Ant Example,org.eclipse.jetty.util,IO.NullWrite,7,0,0,0,7,0,7,0,7,0
JaCoCo Ant Example,com.mockey.storage,TestMockeyServiceStore,270,0,0,0,114,0,65,0,65,0
JaCoCo Ant Example,com.mockey.storage,IApiStorageInMemory,9,51,2,4,3,12,3,7,1,6
JaCoCo Ant Example,com.mockey.storage,InMemoryMockeyStorage,1680,258,249,11,386,74,172,24,42,24
JaCoCo Ant Example,com.mockey.storage,StorageRegistry,3,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,com.github.fge.jsonschema.servlets,SyntaxValidateServlet,200,0,10,0,59,0,11,0,6,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterables,187,15,25,1,45,4,25,2,12,2
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,ImmutableEnumMap,66,0,5,0,16,0,12,0,9,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.Partition,46,0,0,0,10,0,4,0,4,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,AbstractIterator,7,61,3,6,2,19,3,7,0,5
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.RandomAccessListWrapper,4,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Sets.new Sets.SetView() {...},60,0,10,0,6,0,11,0,6,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Sets.new Sets.SetView() {...},56,0,8,0,5,0,9,0,5,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Maps.new UnmodifiableIterator() {...},16,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Sets.new Sets.SetView() {...},44,0,4,0,5,0,7,0,5,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,UnmodifiableIterator,4,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,UnmodifiableListIterator,8,3,0,0,2,1,2,1,2,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Maps.BiMapConverter,70,0,4,0,13,0,8,0,6,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,TransformedListIterator,30,4,0,0,7,2,7,1,7,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,CollectPreconditions,75,4,5,1,8,2,5,1,2,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,ImmutableEnumSet,81,0,9,0,18,0,17,0,12,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,AbstractIterator.new Object() {...},2,17,0,0,0,1,0,1,0,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.RandomAccessPartition,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,AbstractIndexedListIterator,76,0,8,0,17,0,12,0,8,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Sets,449,81,47,5,106,17,56,10,31,9
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.new Lists.RandomAccessListWrapper() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.new Lists.AbstractListWrapper() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Collections2.TransformedCollection,8,24,0,0,3,6,2,3,2,3
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,ImmutableSet,235,0,39,0,57,0,31,0,11,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,TransformedIterator,4,18,0,0,2,5,1,3,1,3
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.StringAsImmutableList,59,0,4,0,11,0,9,0,7,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Platform,60,3,8,0,7,1,9,1,5,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.TransformingRandomAccessList.new TransformedListIterator() {...},0,13,0,0,0,2,0,2,0,2
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists,272,80,38,2,57,18,40,8,20,8
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,ImmutableMap,382,0,27,0,55,0,46,0,32,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,AbstractIterator.State,0,44,0,0,0,5,0,1,0,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Maps,910,52,68,4,210,12,119,8,84,7
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.TransformingSequentialList,30,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.AbstractListWrapper,45,0,0,0,11,0,8,0,8,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new UnmodifiableIterator() {...},75,0,12,0,12,0,9,0,3,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new UnmodifiableIterator() {...},14,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new Iterator() {...},9,3,0,0,4,1,3,1,3,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new UnmodifiableListIterator() {...},16,3,0,0,6,1,6,1,6,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new TransformedIterator() {...},0,12,0,0,0,2,0,2,0,2
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new AbstractIterator() {...},0,28,0,4,0,7,0,4,0,2
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,ImmutableCollection,137,0,17,0,33,0,23,0,14,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Collections2,117,28,7,1,28,5,14,4,10,4
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Maps.ImprovedAbstractMap,49,3,6,0,8,1,8,1,5,1
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.MergingIterator,62,0,8,0,14,0,7,0,3,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new AbstractIndexedListIterator() {...},19,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new UnmodifiableIterator() {...},26,0,4,0,6,0,5,0,3,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators.new UnmodifiableIterator() {...},14,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Iterators,595,74,63,7,134,19,83,9,51,6
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Lists.TransformingRandomAccessList,12,41,0,0,3,9,2,6,2,6
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Maps.TransformedEntriesMap,31,40,5,1,4,9,6,5,3,5
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,ImmutableList,656,0,31,0,87,0,59,0,42,0
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Collections2.FilteredCollection,107,31,8,2,19,7,15,5,11,4
JaCoCo Ant Example,jersey.repackaged.com.google.common.collect,Sets.FilteredSet,7,5,0,0,2,2,2,1,2,1
JaCoCo Ant Example,com.fasterxml.jackson.databind.annotation,JsonSerialize.Typing,24,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.annotation,JsonPOJOBuilder.Value,11,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.annotation,JsonSerialize.Inclusion,44,0,0,0,5,0,1,0,1,0
JaCoCo Ant Example,org.apache.taglibs.standard.functions,Functions,429,0,106,0,100,0,70,0,17,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,TypeIdResolverBase,17,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,StdSubtypeResolver,314,0,42,0,61,0,28,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsArrayTypeSerializer,129,0,2,0,52,0,19,0,18,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,StdTypeResolverBuilder,275,0,31,0,52,0,33,0,13,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsWrapperTypeSerializer,117,0,2,0,46,0,19,0,18,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsExternalTypeDeserializer,27,0,2,0,8,0,5,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,TypeDeserializerBase,213,0,18,0,51,0,18,0,9,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,StdTypeResolverBuilder.new Object() {...},72,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsPropertyTypeDeserializer.new Object() {...},40,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsArrayTypeDeserializer,170,0,18,0,38,0,19,0,10,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsExternalTypeSerializer,144,0,2,0,50,0,26,0,25,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsPropertyTypeSerializer,63,0,2,0,20,0,10,0,9,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,TypeNameIdResolver,209,0,28,0,51,0,22,0,8,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,ClassNameIdResolver,166,0,24,0,40,0,19,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsWrapperTypeDeserializer,143,0,12,0,30,0,15,0,9,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,TypeSerializerBase,25,0,0,0,8,0,5,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,MinimalClassNameIdResolver,96,0,8,0,21,0,8,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.jsontype.impl,AsPropertyTypeDeserializer,270,0,46,0,65,0,34,0,9,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.syntax.common,ExclusiveMinimumSyntaxChecker,26,0,2,0,7,0,5,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.syntax.common,PatternSyntaxChecker,32,0,2,0,8,0,5,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.syntax.common,PatternPropertiesSyntaxChecker,43,0,4,0,9,0,6,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.syntax.common,EnumSyntaxChecker,45,0,4,0,11,0,6,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.syntax.common,ExclusiveMaximumSyntaxChecker,26,0,2,0,7,0,5,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.syntax.common,AdditionalSyntaxChecker,25,0,2,0,5,0,3,0,2,0
JaCoCo Ant Example,org.codehaus.jackson.util,ByteArrayBuilder,394,4,28,0,90,1,36,1,22,1
JaCoCo Ant Example,org.codehaus.jackson.util,TokenBuffer.Parser,766,0,129,0,173,0,98,0,33,0
JaCoCo Ant Example,org.codehaus.jackson.util,CharTypes,99,290,10,22,24,69,11,17,6,6
JaCoCo Ant Example,org.codehaus.jackson.util,MinimalPrettyPrinter,42,6,2,0,21,2,12,1,11,1
JaCoCo Ant Example,org.codehaus.jackson.util,VersionUtil,138,4,20,0,31,1,14,1,4,1
JaCoCo Ant Example,org.codehaus.jackson.util,BufferRecycler,94,0,8,0,24,0,12,0,8,0
JaCoCo Ant Example,org.codehaus.jackson.util,DefaultPrettyPrinter,172,0,18,0,48,0,23,0,14,0
JaCoCo Ant Example,org.codehaus.jackson.util,JsonGeneratorDelegate,249,0,0,0,88,0,48,0,48,0
JaCoCo Ant Example,org.codehaus.jackson.util,TokenBuffer,769,3,95,0,256,1,112,1,52,1
JaCoCo Ant Example,org.codehaus.jackson.util,InternCache,25,11,4,0,6,3,4,2,2,2
JaCoCo Ant Example,org.codehaus.jackson.util,TextBuffer,911,4,102,0,234,1,81,1,30,1
JaCoCo Ant Example,org.codehaus.jackson.util,JsonParserSequence,156,0,22,0,34,0,18,0,7,0
JaCoCo Ant Example,org.codehaus.jackson.util,DefaultPrettyPrinter.NopIndenter,6,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,org.codehaus.jackson.util,JsonParserDelegate,163,0,0,0,46,0,37,0,37,0
JaCoCo Ant Example,javax.servlet.jsp,JspTagException,16,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,javax.servlet.jsp,PageContext,27,3,0,0,2,2,2,1,2,1
JaCoCo Ant Example,javax.servlet.jsp,JspException,19,0,0,0,9,0,5,0,5,0
JaCoCo Ant Example,javax.servlet.jsp,JspEngineInfo,3,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,javax.servlet.jsp,JspWriter,6,9,0,0,2,4,2,1,2,1
JaCoCo Ant Example,javax.servlet.jsp,ErrorData,27,0,0,0,10,0,5,0,5,0
JaCoCo Ant Example,javax.servlet.jsp,JspFactory,11,13,3,1,5,7,2,4,0,4
JaCoCo Ant Example,javax.servlet.jsp,SkipPageException,16,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,javax.servlet.jsp,JspContext,4,3,0,0,2,2,2,1,2,1
JaCoCo Ant Example,org.codehaus.jackson.node,ContainerNode.NoNodesIterator,17,0,0,0,5,0,5,0,5,0
JaCoCo Ant Example,org.codehaus.jackson.node,NodeCursor.Object,87,0,12,0,21,0,13,0,7,0
JaCoCo Ant Example,org.codehaus.jackson.node,BigIntegerNode,91,0,10,0,22,0,22,0,17,0
JaCoCo Ant Example,org.codehaus.jackson.node,JsonNodeFactory,59,8,2,0,16,2,17,2,16,2
JaCoCo Ant Example,org.codehaus.jackson.node,LongNode,97,0,10,0,22,0,22,0,17,0
JaCoCo Ant Example,org.codehaus.jackson.node,ContainerNode.NoStringsIterator,17,0,0,0,5,0,5,0,5,0
JaCoCo Ant Example,org.codehaus.jackson.node,TextNode,423,12,54,0,98,2,46,2,19,2
JaCoCo Ant Example,org.codehaus.jackson.node,NodeCursor.RootValue,38,0,2,0,14,0,8,0,7,0
JaCoCo Ant Example,org.codehaus.jackson.node,POJONode,123,0,24,0,31,0,25,0,13,0
JaCoCo Ant Example,org.codehaus.jackson.node,DoubleNode,90,0,8,0,22,0,20,0,16,0
JaCoCo Ant Example,org.codehaus.jackson.node,ValueNode,22,3,0,0,8,1,5,1,5,1
JaCoCo Ant Example,org.codehaus.jackson.node,ContainerNode,84,0,0,0,20,0,18,0,18,0
JaCoCo Ant Example,org.codehaus.jackson.node,NodeCursor,57,0,6,0,13,0,6,0,3,0
JaCoCo Ant Example,org.codehaus.jackson.node,BaseJsonNode,32,3,2,0,13,1,10,1,9,1
JaCoCo Ant Example,org.codehaus.jackson.node,IntNode,95,28,14,2,22,6,23,3,16,2
JaCoCo Ant Example,org.codehaus.jackson.node,BooleanNode,84,9,22,0,15,2,25,1,14,1
JaCoCo Ant Example,org.codehaus.jackson.node,NullNode,24,5,2,0,10,1,10,1,9,1
JaCoCo Ant Example,org.codehaus.jackson.node,MissingNode,33,5,2,0,15,1,14,1,13,1
JaCoCo Ant Example,org.codehaus.jackson.node,BinaryNode,109,13,20,0,29,4,21,2,11,2
JaCoCo Ant Example,org.codehaus.jackson.node,NumericNode,20,3,0,0,7,1,7,1,7,1
JaCoCo Ant Example,org.codehaus.jackson.node,TreeTraversingParser,396,0,71,0,104,0,67,0,30,0
JaCoCo Ant Example,org.codehaus.jackson.node,NodeCursor.Array,47,0,4,0,13,0,9,0,7,0
JaCoCo Ant Example,org.codehaus.jackson.node,DecimalNode,77,0,6,0,21,0,19,0,16,0
JaCoCo Ant Example,org.codehaus.jackson.node,ArrayNode,793,0,132,0,189,0,121,0,55,0
JaCoCo Ant Example,org.codehaus.jackson.node,ObjectNode,830,0,128,0,186,0,108,0,44,0
JaCoCo Ant Example,org.glassfish.hk2.internal,PerThreadContext,57,0,2,0,16,0,10,0,9,0
JaCoCo Ant Example,org.glassfish.hk2.internal,ActiveDescriptorBuilderImpl,122,179,20,8,26,39,23,12,10,11
JaCoCo Ant Example,org.glassfish.hk2.internal,ServiceLocatorFactoryImpl.new PrivilegedAction() {...},0,9,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.glassfish.hk2.internal,ServiceLocatorFactoryImpl.new PrivilegedAction() {...},7,5,0,0,3,2,0,2,0,2
JaCoCo Ant Example,org.glassfish.hk2.internal,PerThreadContext.new Hk2ThreadLocal() {...},11,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.glassfish.hk2.internal,ConstantActiveDescriptor,23,27,1,1,7,6,6,3,5,3
JaCoCo Ant Example,org.glassfish.hk2.internal,ActiveDescriptorBuilderImpl.BuiltActiveDescriptor,12,43,1,1,5,12,4,3,3,3
JaCoCo Ant Example,org.glassfish.hk2.internal,IndexedFilterImpl,22,17,0,0,1,7,1,4,1,4
JaCoCo Ant Example,org.glassfish.hk2.internal,ServiceLocatorFactoryImpl,310,197,32,18,56,54,31,12,7,11
JaCoCo Ant Example,org.glassfish.hk2.internal,StarFilter,0,12,0,0,0,4,0,4,0,4
JaCoCo Ant Example,org.glassfish.hk2.internal,ServiceLocatorFactoryImpl.DefaultGeneratorInitializer,0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.glassfish.hk2.internal,DescriptorBuilderImpl,324,100,36,4,61,24,38,6,18,6
JaCoCo Ant Example,com.ibm.wsdl.util.xml,DOMUtils,542,0,87,0,0,0,64,0,18,0
JaCoCo Ant Example,com.ibm.wsdl.util.xml,QNameUtils,30,0,6,0,0,0,6,0,3,0
JaCoCo Ant Example,com.ibm.wsdl.util.xml,DOM2Writer,445,0,75,0,0,0,51,0,8,0
JaCoCo Ant Example,com.ibm.wsdl.util.xml,XPathUtils,224,0,48,0,0,0,34,0,8,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,ProcessorChain.ProcessorMerger,34,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,ProcessorMap.Mapper,59,0,6,0,14,0,5,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,ProcessorChain.new Processor() {...},20,0,2,0,4,0,3,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,ProcessingCache,82,0,8,0,17,0,8,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,ProcessorChain,67,0,4,0,14,0,7,0,5,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,ProcessorSelector.Chooser,57,0,6,0,13,0,5,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,CachingProcessor.Output,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,ProcessorSelectorPredicate,38,0,2,0,9,0,3,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,ProcessorMap,65,0,6,0,15,0,7,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.processing,CachingProcessor.new CacheLoader() {...},30,0,0,0,5,0,2,0,2,0
